Date,Time,Latitude,Longitude,Depth,Region,Type,Automatic/Manual,Magnitude,Network
2025-12-03,22:56:54.9,37.298,37.047,6,CENTRAL TURKEY,origin,M,1.3,KOERI
2025-12-03,22:56:54.7,37.318,37.059,7,CENTRAL TURKEY,origin,A,1.2,INFO*
2025-12-03,22:51:23.9,19.290,-155.206,7,"ISLAND OF HAWAII, HAWAII",origin,A,2.0,HV*
2025-12-03,22:48:01.5,38.837,-122.793,2,NORTHERN CALIFORNIA,origin,A,2.2,NC*
2025-12-03,22:47:13.6,-40.475,176.298,7,NORTH ISLAND OF NEW ZEALAND,origin,M,4.8,GNS
2025-12-03,22:47:12.9,-40.574,176.377,14,NORTH ISLAND OF NEW ZEALAND,mt,M,4.5,NEIC
2025-12-03,22:47:12.8,-40.565,176.353,28,NORTH ISLAND OF NEW ZEALAND,origin,M,4.5,NEIC
2025-12-03,22:47:11.8,-40.475,176.298,7,NORTH ISLAND OF NEW ZEALAND,origin,M,4.5,INFO*
2025-12-03,22:47:11.0,-40.470,176.300,12,NORTH ISLAND OF NEW ZEALAND,mt,A,4.4,OCA
2025-12-03,22:47:13.6,-40.475,176.298,7,NORTH ISLAND OF NEW ZEALAND,origin,M,4.8,GNS
2025-12-03,22:47:12.9,-40.574,176.377,14,NORTH ISLAND OF NEW ZEALAND,mt,M,4.5,NEIC
2025-12-03,22:47:12.8,-40.565,176.353,28,NORTH ISLAND OF NEW ZEALAND,origin,M,4.5,NEIC
2025-12-03,22:47:11.8,-40.475,176.298,7,NORTH ISLAND OF NEW ZEALAND,origin,M,4.5,INFO*
2025-12-03,22:47:11.0,-40.470,176.300,12,NORTH ISLAND OF NEW ZEALAND,mt,A,4.4,OCA
2025-12-03,22:42:47.6,36.743,31.169,20,WESTERN TURKEY,origin,M,1.6,KOERI
2025-12-03,22:40:10.0,-23.020,-69.380,78,"ANTOFAGASTA, CHILE",origin,M,2.9,CSN*
2025-12-03,22:39:39.0,40.085,28.745,7,WESTERN TURKEY,origin,M,1.2,AFAD
2025-12-03,22:39:37.8,40.164,28.831,14,WESTERN TURKEY,origin,A,1.3,INFO*
2025-12-03,22:39:37.6,40.168,28.837,11,WESTERN TURKEY,origin,M,1.4,KOERI
2025-12-03,22:35:45.3,36.135,-118.440,6,CENTRAL CALIFORNIA,origin,M,2.6,SCSN
2025-12-03,22:35:44.8,36.143,-118.439,9,CENTRAL CALIFORNIA,origin,M,2.7,NEIC*
2025-12-03,22:34:00.3,38.700,-29.146,7,"AZORES ISLANDS, PORTUGAL",origin,M,2.1,PDA
2025-12-03,22:27:32.0,39.135,28.308,10,WESTERN TURKEY,origin,M,1.8,KOERI
2025-12-03,22:27:31.8,39.156,28.317,7,WESTERN TURKEY,origin,A,1.8,INFO*
2025-12-03,22:27:31.0,39.156,28.317,7,WESTERN TURKEY,origin,M,1.8,AFAD
2025-12-03,22:25:13.0,-26.425,-65.998,9,"TUCUMAN, ARGENTINA",origin,A,2.5,NSNA*
2025-12-03,22:11:09.0,9.360,126.100,30,"MINDANAO, PHILIPPINES",origin,A,3.0,PIVS*
2025-12-03,22:10:43.0,80.610,0.740,8,NORTH OF SVALBARD,origin,A,2.0,BER
2025-12-03,22:06:46.0,-19.001,-70.697,10,"OFFSHORE TARAPACA, CHILE",origin,A,4.1,SC4
2025-12-03,22:06:46.0,-18.930,-70.730,38,"OFFSHORE TARAPACA, CHILE",origin,M,3.7,CSN*
2025-12-03,22:04:24.0,-2.300,140.280,10,"NEAR N COAST OF PAPUA, INDONESIA",origin,M,2.9,BMKG*
2025-12-03,22:01:23.0,39.120,28.161,13,WESTERN TURKEY,origin,M,1.0,AFAD*
2025-12-03,21:57:38.9,59.609,-153.373,111,SOUTHERN ALASKA,origin,A,2.1,AK
2025-12-03,21:56:31.6,38.470,38.037,10,EASTERN TURKEY,origin,M,1.3,KOERI
2025-12-03,21:55:34.1,38.410,20.520,7,GREECE,origin,M,2.6,THE
2025-12-03,21:55:33.7,38.403,20.503,13,GREECE,origin,M,2.5,NOA
2025-12-03,21:55:31.8,38.392,20.494,12,GREECE,origin,A,2.5,INFO*
2025-12-03,21:51:49.1,37.490,56.800,10,NORTHEASTERN IRAN,origin,M,4.4,GSRAS*
2025-12-03,21:51:46.8,37.362,55.711,3,NORTHERN IRAN,origin,M,5.5,RSSC
2025-12-03,21:48:04.0,39.233,28.955,8,WESTERN TURKEY,origin,M,1.1,AFAD
2025-12-03,21:48:03.7,39.233,28.955,8,WESTERN TURKEY,origin,A,1.2,INFO*
2025-12-03,21:48:03.6,39.242,28.956,16,WESTERN TURKEY,origin,M,1.4,KOERI
2025-12-03,21:37:57.0,20.042,-103.546,2,"JALISCO, MEXICO",origin,A,3.4,UNM*
2025-12-03,21:35:28.4,37.010,71.390,184,"HINDU KUSH REGION, AFGHANISTAN",origin,A,4.3,KIS
2025-12-03,21:35:19.0,36.540,71.660,140,"HINDU KUSH REGION, AFGHANISTAN",origin,M,4.1,NDI
2025-12-03,21:32:20.7,39.227,29.036,11,WESTERN TURKEY,origin,A,1.9,INFO*
2025-12-03,21:32:20.7,39.227,29.036,11,WESTERN TURKEY,origin,M,2.0,KOERI
2025-12-03,21:32:20.0,39.226,29.004,7,WESTERN TURKEY,origin,M,1.9,AFAD
2025-12-03,21:28:31.0,-8.510,118.400,116,"SUMBAWA REGION, INDONESIA",origin,M,3.7,BMKG*
2025-12-03,21:28:26.8,39.224,29.024,11,WESTERN TURKEY,origin,A,1.9,INFO*
2025-12-03,21:28:26.5,39.236,29.036,11,WESTERN TURKEY,origin,M,1.9,KOERI
2025-12-03,21:28:26.0,39.224,29.024,11,WESTERN TURKEY,origin,M,1.8,AFAD
2025-12-03,21:28:12.9,-22.386,-69.850,10,"ANTOFAGASTA, CHILE",origin,A,3.6,SC4
2025-12-03,21:27:53.0,-21.160,-68.590,122,"ANTOFAGASTA, CHILE",origin,M,3.3,CSN*
2025-12-03,21:26:09.0,39.018,28.294,8,WESTERN TURKEY,origin,M,1.2,AFAD
2025-12-03,21:26:07.9,39.018,28.294,8,WESTERN TURKEY,origin,A,1.2,INFO*
2025-12-03,21:26:07.9,39.051,28.232,13,WESTERN TURKEY,origin,M,1.3,KOERI
2025-12-03,21:18:33.0,12.259,-87.374,55,NEAR COAST OF NICARAGUA,origin,M,3.3,MARN
2025-12-03,21:18:32.0,12.230,-87.380,37,NEAR COAST OF NICARAGUA,origin,M,2.9,INET*
2025-12-03,21:15:48.6,31.620,-104.140,4,WESTERN TEXAS,origin,A,2.0,TX*
2025-12-03,21:13:10.0,19.317,-104.125,8,"COLIMA, MEXICO",origin,A,3.5,UNM*
2025-12-03,21:12:01.4,38.982,-117.587,13,NEVADA,origin,M,2.4,NN
2025-12-03,21:12:01.1,39.011,-117.564,10,NEVADA,origin,M,2.5,NEIC*
2025-12-03,21:10:53.0,51.680,158.480,60,NEAR EAST COAST OF KAMCHATKA,origin,M,3.8,GSRAS*
2025-12-03,21:03:47.5,37.428,-3.876,19,SPAIN,origin,M,2.0,IGN*
2025-12-03,21:00:49.3,38.481,15.494,130,"SICILY, ITALY",origin,M,2.5,INGV*
2025-12-03,20:59:33.0,-2.290,140.310,10,"NEAR N COAST OF PAPUA, INDONESIA",origin,M,3.1,BMKG*
2025-12-03,20:49:44.0,39.155,28.271,7,WESTERN TURKEY,origin,M,1.0,AFAD*
2025-12-03,20:46:05.6,62.153,-152.067,103,CENTRAL ALASKA,origin,M,2.2,AK
2025-12-03,20:45:26.8,38.485,38.061,7,EASTERN TURKEY,origin,A,1.7,INFO*
2025-12-03,20:45:26.5,38.454,38.086,4,EASTERN TURKEY,origin,M,1.8,KOERI
2025-12-03,20:45:26.0,38.485,38.061,7,EASTERN TURKEY,origin,M,1.6,AFAD
2025-12-03,20:36:46.6,40.858,29.322,9,WESTERN TURKEY,origin,M,2.2,KOERI
2025-12-03,20:36:46.5,40.869,29.311,11,WESTERN TURKEY,origin,A,2.0,INFO*
2025-12-03,20:36:46.0,40.869,29.311,11,WESTERN TURKEY,origin,M,1.9,AFAD
2025-12-03,20:35:21.8,39.254,28.924,7,WESTERN TURKEY,origin,A,1.6,INFO*
2025-12-03,20:35:21.8,39.242,28.957,13,WESTERN TURKEY,origin,M,1.7,KOERI
2025-12-03,20:35:21.0,39.254,28.924,7,WESTERN TURKEY,origin,M,1.5,AFAD
2025-12-03,20:33:40.0,39.220,28.012,7,WESTERN TURKEY,origin,M,1.0,AFAD*
2025-12-03,20:31:49.0,1.020,125.360,62,MOLUCCA SEA,origin,M,2.9,BMKG*
2025-12-03,20:27:46.0,-5.940,104.570,10,"SOUTHERN SUMATRA, INDONESIA",origin,M,2.7,BMKG*
2025-12-03,20:25:35.0,-21.840,-68.660,122,"ANTOFAGASTA, CHILE",origin,M,3.0,CSN*
2025-12-03,20:24:53.0,31.646,-104.445,6,WESTERN TEXAS,origin,M,2.0,TX*
2025-12-03,20:20:04.6,39.234,29.000,8,WESTERN TURKEY,origin,M,1.3,KOERI
2025-12-03,20:20:04.1,39.260,28.921,7,WESTERN TURKEY,origin,A,1.3,INFO*
2025-12-03,20:20:04.0,39.260,28.921,7,WESTERN TURKEY,origin,M,1.3,AFAD
2025-12-03,20:17:38.1,40.212,20.093,15,ALBANIA,origin,A,3.4,IGEO*
2025-12-03,20:16:54.9,31.622,-104.121,6,WESTERN TEXAS,origin,M,2.2,TX*
2025-12-03,20:16:27.0,16.796,-99.387,22,"GUERRERO, MEXICO",origin,A,3.6,UNM*
2025-12-03,20:16:24.7,38.410,20.510,6,GREECE,origin,M,3.2,THE
2025-12-03,20:16:24.5,38.408,20.519,12,GREECE,origin,M,3.2,INFO*
2025-12-03,20:16:23.7,38.406,20.448,16,GREECE,origin,M,3.2,NOA
2025-12-03,20:16:20.5,38.167,19.797,15,IONIAN SEA,origin,A,3.4,IGEO
2025-12-03,20:15:31.0,-31.558,-68.895,104,"SAN JUAN, ARGENTINA",origin,A,2.6,NSNA*
2025-12-03,20:07:36.0,70.204,31.239,10,BARENTS SEA,origin,A,,NORSAR
2025-12-03,20:04:19.0,17.364,-93.230,3,"CHIAPAS, MEXICO",origin,A,3.0,UNM*
2025-12-03,19:55:21.7,39.554,28.227,5,WESTERN TURKEY,origin,M,1.4,KOERI
2025-12-03,19:51:52.0,-36.980,-73.550,14,"OFFSHORE BIO-BIO, CHILE",origin,M,3.4,CSN*
2025-12-03,19:51:24.0,27.857,-111.940,10,GULF OF CALIFORNIA,origin,A,4.0,UNM*
2025-12-03,19:50:14.2,36.086,27.670,9,DODECANESE IS.-TURKEY BORDER REG,origin,M,2.6,KOERI
2025-12-03,19:50:12.2,35.910,27.640,11,"DODECANESE ISLANDS, GREECE",origin,M,2.6,THE
2025-12-03,19:50:11.3,36.037,27.647,2,DODECANESE IS.-TURKEY BORDER REG,origin,A,2.6,INFO*
2025-12-03,19:50:11.0,35.953,27.677,18,"DODECANESE ISLANDS, GREECE",origin,M,2.6,AFAD
2025-12-03,19:49:06.1,39.044,28.259,12,WESTERN TURKEY,origin,M,2.1,KOERI
2025-12-03,19:49:05.4,39.067,28.275,8,WESTERN TURKEY,origin,A,2.0,INFO*
2025-12-03,19:49:05.0,39.067,28.275,8,WESTERN TURKEY,origin,M,2.0,AFAD
2025-12-03,19:47:41.0,17.207,-94.626,125,"VERACRUZ, MEXICO",origin,A,3.9,UNM*
2025-12-03,19:41:02.5,34.614,32.803,32,CYPRUS REGION,origin,M,1.3,GSD*
2025-12-03,19:40:13.0,-3.050,128.130,19,"SERAM, INDONESIA",origin,M,2.5,BMKG*
2025-12-03,19:36:55.0,-20.977,-70.048,10,"TARAPACA, CHILE",origin,A,3.2,SC4
2025-12-03,19:36:52.0,-20.830,-70.320,60,"OFFSHORE TARAPACA, CHILE",origin,M,3.1,CSN*
2025-12-03,19:35:12.5,39.237,28.939,13,WESTERN TURKEY,origin,M,1.6,KOERI
2025-12-03,19:35:12.4,39.260,28.919,6,WESTERN TURKEY,origin,A,1.6,INFO*
2025-12-03,19:35:12.0,39.260,28.919,6,WESTERN TURKEY,origin,M,1.5,AFAD
2025-12-03,19:30:26.5,34.663,32.688,16,CYPRUS REGION,origin,M,1.3,GSD*
2025-12-03,19:27:39.1,62.024,21.661,0,FINLAND,origin,A,1.8,ISF*
2025-12-03,19:27:38.7,62.029,21.670,0,FINLAND,origin,A,1.8,SNSN
2025-12-03,19:23:37.2,38.216,28.855,12,WESTERN TURKEY,origin,M,1.4,KOERI
2025-12-03,19:23:37.0,38.208,28.905,6,WESTERN TURKEY,origin,M,1.4,AFAD
2025-12-03,19:23:36.9,38.208,28.905,6,WESTERN TURKEY,origin,A,1.4,INFO*
2025-12-03,19:19:45.0,-3.580,138.980,117,"PAPUA, INDONESIA",origin,M,4.4,BMKG*
2025-12-03,19:19:36.4,39.215,28.951,14,WESTERN TURKEY,origin,M,1.3,KOERI
2025-12-03,19:19:36.0,39.259,28.944,7,WESTERN TURKEY,origin,A,1.3,INFO*
2025-12-03,19:19:36.0,39.259,28.944,7,WESTERN TURKEY,origin,M,1.3,AFAD
2025-12-03,19:18:03.0,40.492,17.627,15,SOUTHERN ITALY,origin,A,,IGEO
2025-12-03,19:12:03.0,2.550,95.730,23,"SIMEULUE, INDONESIA",origin,M,3.7,BMKG*
2025-12-03,19:11:00.5,38.203,40.470,8,EASTERN TURKEY,origin,A,1.6,INFO*
2025-12-03,19:11:00.3,38.224,40.450,10,EASTERN TURKEY,origin,M,1.5,KOERI
2025-12-03,19:11:00.0,38.203,40.470,8,EASTERN TURKEY,origin,M,1.6,AFAD
2025-12-03,19:10:35.0,50.200,156.980,50,KURIL ISLANDS,origin,M,4.3,GSRAS*
2025-12-03,19:06:27.0,-6.880,125.470,10,BANDA SEA,origin,M,3.5,BMKG*
2025-12-03,19:04:50.0,18.483,-103.707,10,"OFFSHORE MICHOACAN, MEXICO",origin,A,3.3,UNM*
2025-12-03,18:57:32.5,41.922,13.675,16,SOUTHERN ITALY,origin,M,2.3,INGV*
2025-12-03,18:52:17.0,37.899,27.230,6,WESTERN TURKEY,origin,M,1.3,AFAD
2025-12-03,18:52:16.8,37.845,27.146,5,WESTERN TURKEY,origin,M,1.5,KOERI
2025-12-03,18:52:16.7,37.900,27.236,7,WESTERN TURKEY,origin,A,1.4,INFO*
2025-12-03,18:44:11.0,36.908,36.176,17,TURKEY-SYRIA BORDER REGION,origin,M,2.4,AFAD
2025-12-03,18:44:09.6,36.822,36.140,8,TURKEY-SYRIA BORDER REGION,origin,M,1.9,KOERI
2025-12-03,18:44:09.4,36.908,36.176,17,TURKEY-SYRIA BORDER REGION,origin,A,2.1,INFO*
2025-12-03,18:42:18.2,36.784,28.924,4,DODECANESE IS.-TURKEY BORDER REG,origin,M,1.6,KOERI
2025-12-03,18:42:18.0,36.771,28.922,8,DODECANESE IS.-TURKEY BORDER REG,origin,M,1.2,AFAD
2025-12-03,18:42:17.9,36.777,28.905,10,DODECANESE IS.-TURKEY BORDER REG,origin,A,1.4,INFO*
2025-12-03,18:40:33.0,18.051,-103.085,10,"OFFSHORE MICHOACAN, MEXICO",origin,A,3.6,UNM*
2025-12-03,18:39:57.1,40.755,30.955,10,WESTERN TURKEY,origin,M,1.5,KOERI
2025-12-03,18:39:57.0,40.783,30.990,12,WESTERN TURKEY,origin,M,1.0,AFAD
2025-12-03,18:39:56.7,40.783,30.990,12,WESTERN TURKEY,origin,A,1.2,INFO*
2025-12-03,18:37:54.9,73.266,24.134,8,BARENTS SEA,origin,A,3.3,NORSAR*
2025-12-03,18:24:25.7,34.635,32.721,26,CYPRUS REGION,origin,M,1.3,GSD*
2025-12-03,18:24:01.0,39.177,28.316,9,WESTERN TURKEY,origin,M,1.0,AFAD
2025-12-03,18:24:00.8,39.141,28.348,15,WESTERN TURKEY,origin,M,1.2,KOERI
2025-12-03,18:24:00.2,39.177,28.316,9,WESTERN TURKEY,origin,A,1.1,INFO*
2025-12-03,18:21:22.0,39.178,28.167,7,WESTERN TURKEY,origin,M,1.4,AFAD*
2025-12-03,18:18:25.0,39.192,28.951,10,WESTERN TURKEY,origin,M,1.0,AFAD
2025-12-03,18:18:24.8,39.192,28.951,10,WESTERN TURKEY,origin,A,1.1,INFO*
2025-12-03,18:18:24.3,39.227,29.006,13,WESTERN TURKEY,origin,M,1.3,KOERI
2025-12-03,18:15:15.3,38.770,-27.355,7,"AZORES ISLANDS, PORTUGAL",origin,M,1.9,IPMA*
2025-12-03,18:14:14.0,6.450,126.530,32,"MINDANAO, PHILIPPINES",origin,A,3.2,PIVS*
2025-12-03,18:08:23.0,38.401,38.867,7,EASTERN TURKEY,origin,M,1.0,AFAD*
2025-12-03,18:07:57.6,39.228,28.349,4,WESTERN TURKEY,origin,M,1.3,KOERI
2025-12-03,18:07:57.5,39.239,28.341,6,WESTERN TURKEY,origin,A,1.3,INFO*
2025-12-03,18:07:57.0,39.239,28.341,6,WESTERN TURKEY,origin,M,1.3,AFAD
2025-12-03,18:04:59.0,16.887,-100.280,9,"OFFSHORE GUERRERO, MEXICO",origin,A,3.4,UNM*
2025-12-03,18:04:18.0,8.758,-84.248,5,OFF COAST OF COSTA RICA,origin,A,3.6,UNA*
2025-12-03,18:03:12.6,36.830,21.700,21,SOUTHERN GREECE,origin,M,2.3,THE
2025-12-03,18:03:11.1,36.765,21.688,16,SOUTHERN GREECE,origin,M,2.5,NOA*
2025-12-03,18:01:02.3,78.173,7.776,17,SVALBARD REGION,origin,A,2.7,BER*
2025-12-03,17:55:34.4,60.050,-152.682,106,SOUTHERN ALASKA,origin,A,2.0,AK
2025-12-03,17:54:16.0,39.156,28.257,14,WESTERN TURKEY,origin,M,1.2,KOERI
2025-12-03,17:51:30.9,19.488,-68.211,76,DOMINICAN REPUBLIC REGION,origin,M,3.5,PR*
2025-12-03,17:51:29.5,19.469,-68.221,79,DOMINICAN REPUBLIC REGION,origin,M,2.6,NEIC
2025-12-03,17:45:15.0,39.034,28.303,8,WESTERN TURKEY,origin,M,1.5,AFAD*
2025-12-03,17:37:06.0,39.176,28.323,6,WESTERN TURKEY,origin,M,2.7,AFAD
2025-12-03,17:37:05.7,39.164,28.314,10,WESTERN TURKEY,origin,M,2.8,KOERI
2025-12-03,17:37:05.1,39.176,28.323,6,WESTERN TURKEY,origin,A,2.8,INFO*
2025-12-03,17:36:45.9,-4.440,154.320,34,"BOUGAINVILLE REGION, P.N.G.",origin,M,5.0,AUST
2025-12-03,17:36:43.7,-4.572,154.246,10,"BOUGAINVILLE REGION, P.N.G.",origin,A,4.9,GFZ
2025-12-03,17:36:42.6,-4.520,154.281,10,"BOUGAINVILLE REGION, P.N.G.",origin,M,4.7,NEIC*
2025-12-03,17:35:45.0,34.656,32.722,18,CYPRUS REGION,origin,M,3.6,GSD
2025-12-03,17:35:44.9,34.707,32.642,9,CYPRUS REGION,origin,M,3.7,KOERI
2025-12-03,17:35:44.6,34.599,32.632,0,CYPRUS REGION,origin,A,3.8,CSLC
2025-12-03,17:35:43.6,34.802,32.584,9,CYPRUS REGION,origin,M,3.9,NRIAG
2025-12-03,17:35:43.4,34.599,32.590,12,CYPRUS REGION,origin,M,3.9,INFO*
2025-12-03,17:35:41.8,34.550,32.597,5,CYPRUS REGION,origin,M,3.9,NCSS
2025-12-03,17:35:41.0,34.451,32.571,14,CYPRUS REGION,origin,M,4.0,AFAD
2025-12-03,17:30:33.0,23.990,94.290,100,MYANMAR,origin,M,3.6,NDI*
2025-12-03,17:30:25.0,8.673,-82.761,12,PANAMA-COSTA RICA BORDER REGION,origin,M,2.5,IGC*
2025-12-03,17:20:45.2,40.642,36.746,13,CENTRAL TURKEY,origin,M,1.7,KOERI
2025-12-03,17:12:02.0,-21.720,-68.440,124,"ANTOFAGASTA, CHILE",origin,M,3.3,CSN*
2025-12-03,16:57:19.3,51.403,16.076,2,POLAND,origin,A,,GFU
2025-12-03,16:56:01.7,39.203,28.148,11,WESTERN TURKEY,origin,M,1.5,KOERI
2025-12-03,16:55:55.4,51.536,16.148,2,POLAND,origin,A,3.5,GFU
2025-12-03,16:55:55.3,51.554,16.077,1,POLAND,origin,M,3.5,BGR
2025-12-03,16:55:54.4,51.580,16.040,1,POLAND,origin,M,3.5,IGPAS
2025-12-03,16:55:54.3,51.633,16.121,1,POLAND,origin,M,3.4,GFZ
2025-12-03,16:55:53.9,51.630,16.108,5,POLAND,origin,M,3.5,INFO*
2025-12-03,16:55:53.6,51.660,16.150,2,POLAND,origin,M,3.6,MCSM
2025-12-03,16:55:53.0,51.776,15.994,5,POLAND,origin,M,3.6,NIEP
2025-12-03,16:55:52.3,51.462,15.910,6,POLAND,origin,A,,NORSAR
2025-12-03,16:55:51.4,51.910,16.010,10,POLAND,origin,M,3.9,BUD
2025-12-03,16:51:11.8,34.920,25.980,0,"CRETE, GREECE",origin,M,2.6,THE*
2025-12-03,16:49:58.7,34.287,-97.581,10,OKLAHOMA,origin,M,2.5,OK
2025-12-03,16:49:58.5,34.305,-97.565,5,OKLAHOMA,origin,M,2.6,NEIC*
2025-12-03,16:45:07.2,39.124,25.901,7,AEGEAN SEA,origin,M,2.4,KOERI
2025-12-03,16:43:57.7,-37.516,178.020,36,"OFF E. COAST OF N. ISLAND, N.Z.",origin,A,3.1,GNS
2025-12-03,16:42:31.3,-31.920,-177.700,78,KERMADEC ISLANDS REGION,origin,M,5.0,AUST
2025-12-03,16:42:27.9,-31.600,-178.315,10,KERMADEC ISLANDS REGION,origin,A,5.1,GFZ
2025-12-03,16:42:26.4,-31.513,-178.271,10,KERMADEC ISLANDS REGION,origin,M,5.0,NEIC*
2025-12-03,16:41:29.0,15.421,-93.099,104,"CHIAPAS, MEXICO",origin,A,3.8,UNM*
2025-12-03,16:38:12.9,39.218,28.094,9,WESTERN TURKEY,origin,M,1.4,KOERI
2025-12-03,16:22:41.0,39.147,28.139,13,WESTERN TURKEY,origin,M,0.9,AFAD*
2025-12-03,16:19:42.0,39.166,28.143,7,WESTERN TURKEY,origin,M,1.0,AFAD
2025-12-03,16:19:41.2,39.166,28.143,7,WESTERN TURKEY,origin,A,1.2,INFO*
2025-12-03,16:19:40.8,39.153,28.014,13,WESTERN TURKEY,origin,M,1.5,KOERI
2025-12-03,16:14:03.0,8.520,-82.880,32,PANAMA-COSTA RICA BORDER REGION,origin,M,2.5,IGC*
2025-12-03,16:07:33.8,36.653,-2.954,0,STRAIT OF GIBRALTAR,origin,M,1.5,IGN*
2025-12-03,15:57:14.0,39.196,28.047,5,WESTERN TURKEY,origin,M,1.4,KOERI
2025-12-03,15:57:13.8,39.193,28.034,7,WESTERN TURKEY,origin,A,1.2,INFO*
2025-12-03,15:57:13.0,39.193,28.034,7,WESTERN TURKEY,origin,M,1.0,AFAD
2025-12-03,15:54:36.5,29.503,141.477,75,"IZU ISLANDS, JAPAN REGION",origin,M,4.5,NEIC*
2025-12-03,15:54:27.6,28.970,141.660,33,"BONIN ISLANDS, JAPAN REGION",origin,M,4.6,GSRAS
2025-12-03,15:36:21.0,-1.060,121.250,10,"SULAWESI, INDONESIA",origin,M,2.8,BMKG*
2025-12-03,15:35:17.7,36.616,-2.927,11,STRAIT OF GIBRALTAR,origin,M,2.3,IGN*
2025-12-03,15:33:17.0,39.248,27.978,5,WESTERN TURKEY,origin,M,1.4,AFAD
2025-12-03,15:33:16.3,39.248,27.978,5,WESTERN TURKEY,origin,A,1.4,INFO*
2025-12-03,15:33:15.1,39.264,27.972,5,WESTERN TURKEY,origin,M,1.5,KOERI
2025-12-03,15:27:53.0,-28.813,-67.326,133,"LA RIOJA, ARGENTINA",origin,A,2.5,NSNA*
2025-12-03,15:24:38.7,-26.459,-178.510,526,SOUTH OF FIJI ISLANDS,origin,M,4.6,GNS
2025-12-03,15:18:50.8,37.460,-118.833,0,CENTRAL CALIFORNIA,origin,M,2.3,NN*
2025-12-03,15:18:50.1,37.428,-118.852,6,CENTRAL CALIFORNIA,origin,A,2.7,NC
2025-12-03,15:16:50.0,34.848,32.615,26,CYPRUS REGION,origin,M,1.3,GSD*
2025-12-03,15:15:57.0,-21.750,-68.600,126,"ANTOFAGASTA, CHILE",origin,M,2.7,CSN*
2025-12-03,15:15:47.7,39.210,-8.711,0,PORTUGAL,origin,M,2.4,IGN
2025-12-03,15:09:56.0,39.201,28.121,11,WESTERN TURKEY,origin,M,1.0,AFAD
2025-12-03,15:09:55.8,39.197,28.168,8,WESTERN TURKEY,origin,M,1.2,KOERI
2025-12-03,15:09:55.7,39.187,28.126,11,WESTERN TURKEY,origin,A,1.1,INFO*
2025-12-03,15:04:12.2,38.593,-28.766,3,"AZORES ISLANDS, PORTUGAL",origin,M,2.0,IPMA*
2025-12-03,15:02:58.1,39.295,28.072,7,WESTERN TURKEY,origin,A,1.6,INFO*
2025-12-03,15:02:58.0,39.295,28.072,7,WESTERN TURKEY,origin,M,1.5,AFAD
2025-12-03,15:02:57.6,39.266,28.029,6,WESTERN TURKEY,origin,M,1.6,KOERI
2025-12-03,15:01:01.7,39.155,27.989,15,WESTERN TURKEY,origin,M,1.4,KOERI
2025-12-03,14:59:49.0,46.833,7.782,3,SWITZERLAND,origin,A,3.0,ETHZ*
2025-12-03,14:54:50.4,63.268,-149.389,78,CENTRAL ALASKA,origin,A,2.1,AK
2025-12-03,14:54:05.1,-33.228,-71.565,10,"VALPARAISO, CHILE",origin,A,3.0,SC4
2025-12-03,14:54:03.0,-32.860,-71.480,43,"VALPARAISO, CHILE",origin,M,2.7,CSN*
2025-12-03,14:53:18.0,48.765,-129.158,10,"VANCOUVER ISLAND, CANADA REGION",origin,A,3.0,CN
2025-12-03,14:53:05.0,38.107,37.046,6,CENTRAL TURKEY,origin,M,1.7,AFAD*
2025-12-03,14:51:18.0,-8.840,117.630,104,"SUMBAWA REGION, INDONESIA",origin,M,2.5,BMKG*
2025-12-03,14:51:04.3,39.334,28.094,7,WESTERN TURKEY,origin,A,1.9,INFO*
2025-12-03,14:51:04.0,39.334,28.094,7,WESTERN TURKEY,origin,M,1.9,AFAD
2025-12-03,14:51:03.9,39.322,28.077,4,WESTERN TURKEY,origin,M,2.0,KOERI
2025-12-03,14:48:38.2,39.178,28.202,5,WESTERN TURKEY,origin,A,2.4,INFO*
2025-12-03,14:48:38.0,39.178,28.202,5,WESTERN TURKEY,origin,M,2.3,AFAD
2025-12-03,14:48:38.0,39.163,28.208,14,WESTERN TURKEY,origin,M,2.5,KOERI
2025-12-03,14:46:54.0,39.303,28.117,7,WESTERN TURKEY,origin,M,2.0,AFAD
2025-12-03,14:46:53.6,39.303,28.117,7,WESTERN TURKEY,origin,A,2.0,INFO*
2025-12-03,14:46:53.1,39.321,28.105,5,WESTERN TURKEY,origin,M,2.1,KOERI
2025-12-03,14:45:51.4,40.017,72.865,26,KYRGYZSTAN,origin,A,3.8,NORSAR
2025-12-03,14:45:31.9,37.220,73.940,151,"HINDU KUSH REGION, AFGHANISTAN",origin,A,4.3,KIS
2025-12-03,14:45:22.0,36.790,74.380,10,NORTHWESTERN KASHMIR,origin,M,4.1,NDI
2025-12-03,14:45:19.6,36.365,74.451,35,NORTHWESTERN KASHMIR,origin,M,4.4,NEIC*
2025-12-03,14:43:22.0,39.194,28.189,7,WESTERN TURKEY,origin,M,0.9,AFAD*
2025-12-03,14:41:30.0,38.300,141.900,50,"NEAR EAST COAST OF HONSHU, JAPAN",origin,A,4.1,JMA*
2025-12-03,14:35:25.0,-37.100,-74.230,41,"OFFSHORE BIO-BIO, CHILE",origin,M,3.4,CSN*
2025-12-03,14:20:51.0,36.962,-120.056,22,CENTRAL CALIFORNIA,origin,A,2.2,NC*
2025-12-03,14:19:04.4,18.899,-104.150,31,"OFFSHORE COLIMA, MEXICO",origin,M,4.7,GFZ
